
# Generated 1200 puzzle(s) in 5599.88 seconds | 13.57 avg clues/puzzle

# Command line: python gen_puzzles.py -pt lime -r 2038472780 -n 1200 -mint 3 -maxt 3 -o ./puzzledata/lime-hard-V2.tsv
puzzle-367	lime	......4..2........3........2....2..2.....4.........1..2............3...2.....3...	...O.O.O..O....OO..OOO......O....OO...O.O...OO...OO.....OO....OO....OO..O...O...O	{"work": 70, "mta": 3, "logic_history": "Ecx,ECx,Ecx,ECx,Hsg1,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-789	lime	1...23..1..2............1.................4..1...1........1.............3........	.OO...O......OO..OO...O...O..OOO....O....O.O...O...OO.......OOOOO.O......O.O.O...	{"work": 70, "mta": 3, "logic_history": "Ecx,ECx,Mamc,Hsg1,Ecx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx"}
puzzle-746	lime	1...........4........3..3........1...........2......2.2.2.....22........2....3...	...OO...OO.....OO.O.O.O.......O...OOO.OO......O...O..O....OO.O..O...OO...OO...O..	{"work": 82, "mta": 3, "logic_history": "Ecx,Ecx,Ecx,ECx,Ecx,ECx,Hsg1,ECx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-111	lime	...21....2..........2.....2................32.1......................2..1.1.....1	OOO..........O.OO.....OO.O.OOO.........O.OO.....O...OO.O.O....OO.O.....O....OOO..	{"work": 85, "mta": 3, "logic_history": "Hsg1,ECx,ECx,Ecx,ECx,ECx,ECx,Mpc,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-1079	lime	1.....2........3.....3.45...1.....................2......2.2121........2.........	.OO.O......O..O.O.....O..OO...O.OO....OO..O..OO......OOO..O....O..O..O.......O.OO	{"work": 85, "mta": 3, "logic_history": "Mamc,Ecx,Ecx,Hsg1,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx"}
puzzle-72	lime	...4.....2................3.2..3......42..2................1......3............1.	O.O.O.......OO..O.O.....OO....O.O..O.O...O..O.OO.....O...O..OO.OOO..........OOO..	{"work": 86, "mta": 3, "logic_history": "Hsg1,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,Ecx,Mpc,ECx,Ecx,ECx,ECx,ECx,ECx"}
puzzle-465	lime	..1..3...2............243.......3...............1.2.....3..23.2........3.....2...	...OO..O......OO.OOOO........O.O.O...O.O.O...O.....O.OOO.....O...OO.O.......O..OO	{"work": 86, "mta": 3, "logic_history": "ECx,Mgc,Mamc,Ecx,Hsg1,ECx,Ecx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx"}
puzzle-649	lime	.......2...3...3...43.....1......11...2.........4.......3.................3..2...	..O..O..O.O...O..OO..O..O..O.O.O....O..OO..........OOO...OO..O..OO..O....O....OO.	{"work": 88, "mta": 3, "logic_history": "Hsg1,ECx,ECx,ECx,Ecx,Ecx,ECx,ECx,Mpc,ECx,ECx,Ecx,ECx,Malc,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-923	lime	...1.....2........2..4.2.2.34...2...............1.2.4...3........................	.....OOO..O.O.O....OO.....O...OO..O.OO...O.....O...O.OO......OO..OOO....O...O.O..	{"work": 92, "mta": 3, "logic_history": "Ecx,ECx,Ecx,Mamc,Hsg1,ECx,ECx,Ecx,ECx,ECx,Ecx,Mpc,ECx,Ecx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx"}
puzzle-476	lime	...3...............5.......2.......4..2..........3..2................1...........	....OOO...OOO.....O......OO.OO....O.....OO.O.O....OO..OOO.........OO...O...O..O.O	{"work": 96, "mta": 3, "logic_history": "Mgcg,Ecx,Hsg1,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-748	lime	233................3.....3........5......4........32....5..11...3.......2........	...O.O.O.OOO...........OO.O....OO..O....O.O.OOOO.........OO..O.O.OO......O....OO.	{"work": 97, "mta": 3, "logic_history": "Ecx,ECx,Ecx,Mamc,Hsg1,ECx,ECx,ECx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx"}
puzzle-922	lime	......2............24.5........3.......4............5.2.....4.......2...2...2....	OO.....O..O..OO......O..O.O..OO.O.....O...O.OO...O.O.......O.OOO...O..O..OOO.....	{"work": 98, "mta": 3, "logic_history": "Mgcg,Hsg1,Hsg1,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-267	lime	.........33.....3.........2...2...........3....1............1.............1......	OO.O........O..O.O.O.O...O..OO..O........O.OOO...O...OO.O.O......O.O.O.......OOO.	{"work": 99, "mta": 3, "logic_history": "Mgc,Mpc,Ecx,ECx,ECx,ECx,Ecx,ECx,Hsg1,Mpc,ECx,ECx,ECx,Ecx,ECx,ECx,ECx"}
