
# Generated 1200 puzzle(s) in 4162.76 seconds | 13.43 avg clues/puzzle

# Command line: python gen_puzzles.py -pt lime-jigsaw -r 1887255896 -n 1200 -mint 1 -maxt 3 -ed -o ./puzzledata/lime-jigsaw-V1.tsv
puzzle-649	lime-jigsaw	AAABBBCCCAAAABCCCCADDBBBEECADDBFBEECGDFFFFFEHGDDFFFEEHGGDDIEEHHGGIIIIIHHGGGIIIHHH	..1.....2........31.............5.....2......3.5.311.2..............2..1.........	O....O.O...O.O..O......OO.OO...O.O..O...O...O.O.O...O..OOO......OOO..........OO.O	{"work": 12, "mta": 1, "logic_history": "ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-520	lime-jigsaw	AAAAAAABBCADDADBBBCCCDDDBBBCCCDEEEEBCCDDEEFFFGGGGGEEFFHHHGIIEFFHHHGGIIIFHHHGIIIIF	.......1......4...........1...2...4...4...4.3..6.....2..5.....2...4............2.	O....O..OO.O.O....O...O.O.......OO.O.O.O...O..O.O...O..O.O..O....O..O.O...O.O...O	{"work": 13, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-187	lime-jigsaw	AABBBBBBBAAAAABCCBAADDCCCCCEEEDFFFCCEEEDDDFFFEEEDFFFGGHHDDGGGGGHHHHHIGGIHHIIIIIII	....13............2....4...3.........3...4..2..........22...44..2....2.4.........	.OO...O....O..OO...O.OO.....O...O..OO.O.O.........OOO.O..O....OO..O...O.....O..OO	{"work": 14, "mta": 1, "logic_history": "Ecx,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-379	lime-jigsaw	AABBBBBBBABBCDDDDDAACCCCDDDACCCCEDFFAEEEEEEEFAAGEHHHHFGGGHHHHFFGGGGGHIIFIIIIIIIFF	...33...........1.23.4..2.........2.......43......22......2......4...............	O.O..O....O.OO......O.O...OO....OO..O..O.O.......O..OO.OOO......O....OO.......OOO	{"work": 14, "mta": 1, "logic_history": "Ecx,Ecx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-475	lime-jigsaw	AAAAABBBBAAACACCBBDDCCCCCBBDDDDDCEEBDDEEEEEFFGEEHFFFFFGGHHHHHFFGGHHIHIIIGGGGIIIII	.....2..2.......2.1.....3..25....2...4.2.23...........1..........................	O..O...O.....OO..O.OO..O.....O....OOO.O.....O.O...OO.....OO.O......O.OO.OO.O.....	{"work": 14, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx"}
puzzle-478	lime-jigsaw	AAAAAAAABACCCCCCCBDDDDEECCBDDDFEEBBBDDFFEBBGGFFFEEBGGGFHHEEGGGGFHHHHHHHIFIIIIIIII	..................4...1...1.......32......43......12..2.4.............3..1....2..	....OO..OOO....O...OO....O.O....OO....O..O..O..OO...O..O.O....OO...O.O.....OO..O.	{"work": 14, "mta": 1, "logic_history": "Ecx,Ecx,ECx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx"}
puzzle-115	lime-jigsaw	AAAABBBCCAAAABBBCCDDAEBBCCCDDEEBCCFFDDDEEEFFFDDGGHEEFFGGGHHEIFFGGHHHIIIIGGHHHIIII	.....2...1..3333...............22..5.....1.........3..4...........3........2.3...	...OO.O...OO.....O.....O.OOO.O....O.....O..OOOO.O........O.OO..OO...O.....O.O.O..	{"work": 15, "mta": 1, "logic_history": "Ecx,ECx,ECx,ECx,Ecx,ECx,Ecx,ECx,Ecx,ECx,Ecx,ECx,Ecx,ECx,ECx"}
puzzle-250	lime-jigsaw	AAAABBBBBCCAABBDDBCCAAABDDDCCCEEDDDFCGEEEEEDFCGGGEEFFFGGGHIIIFFHGGHHIIFFHHHHHIIII	..43...........1........32........4.....................355......2.........2.....	.O..O...O.OOO.....O....O..OO....OO....O...O.O..OOO....O....O.O....OO..O..O....OO.	{"work": 15, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx"}
puzzle-457	lime-jigsaw	ABBBBCCCCAAABCCCDCAABBBDCDDAAAEBDDDDFEEEEEEEDFFFFGEHHHFFIFGGGHHIFIIIGHHHIIIIGGGGH	..................1..........3...4....52...2...3..3.222.......2..23..............	O.O.O......O...O.O....O.OO..O.O...O..O...O..OOO.O.........OO.O......OO.OO.OO.....	{"work": 15, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-502	lime-jigsaw	AAAABBBBBAAAABBBBCADDEECCCCDDDDECCCCDDDEEEFFFGGGGEFFFFGGGGEEFFHGIIIIHHHHIIIIIHHHH	............4................2....5........3...2..33.....1..43....244.......2....	..OO....O..O.OO.........OOOO..OO......O...O.OOO.....O.O...OO....O....OO..O.O.O...	{"work": 15, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,Ecx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
