
# Generated 1200 puzzle(s) in 244.41 seconds | 14.23 avg clues/puzzle

# Command line: python gen_puzzles.py -pt lime -r 585226637 -n 1200 -mint 1 -maxt 1 -o ./puzzledata/lime-easy-V1.tsv
puzzle-503	lime	.......1.....3...2..........2....3....6...3....4....4.............1...3.....2.31.	..O.O...OO.O..O.......O.O.O..OO...O..O.O...O..O.O..O......O..OOO....OO..OO...O...	{"work": 9, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx"}
puzzle-727	lime	.1.......23........3.....21.....434........3......55............3.......2......1.	O......OO...OOO...O.O...O...O..O...O.....OO.O.OO.O.........OOO.O..O...O..OOO.....	{"work": 9, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx"}
puzzle-88	lime	.........2....14........4......3.33............3........43.......3.3........22...	O..O...O...OO...O.O....O.O...O..O..O..O.O...O.O..O.O...O..O.O...O.O.O...O.....O.O	{"work": 10, "mta": 1, "logic_history": "Ecx,Ecx,ECx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-868	lime	............1......444..3...3.........2.................4...1....5...33..........	.....OO.O.OO..O...O....O.O...OOO....O.....O.OO...O...O.O.O...O..O.OO......O...OO.	{"work": 10, "mta": 1, "logic_history": "Ecx,Ecx,ECx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-104	lime	............4....3....431.......4....33..4............3.....43......3...2........	.....O.OOO.O.O......OO....O...OO.O..O...O.O...OO....O..O.O.O...O.....OO..O...O..O	{"work": 11, "mta": 1, "logic_history": "Ecx,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx"}
puzzle-133	lime	......2..................54....3.......5.........3....1......3...3...6....2....2.	O..OO..........OOOOO..O.......O...OOO.O.O......OO....O..O..OO...O...O.O..O...OO..	{"work": 11, "mta": 1, "logic_history": "Ecx,ECx,ECx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx"}
puzzle-135	lime	..................23.3.23.3.....2.1...................1..3.....33.............1..	O.O..O........O.OO..O.O..O.OO.O.......OO.O.........OOO.O..O.O.....OO.O..OO......O	{"work": 11, "mta": 1, "logic_history": "ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-147	lime	.........................1..2..............3...4.21...........4...63........1....	O.....OO.OO...O.......OOO.....OOO...OO......O.O.....OO..OOO......O....OO..OO..O..	{"work": 11, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-270	lime	.....3..........33.....4.3......3.4.1.................2.................3.4...1..	....O..OOO...OO...O.O.....O....O.O.O.OO...O....OO.O........OOO.OO.O......O.O...O.	{"work": 11, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx"}
puzzle-515	lime	........1...3.......23..4......3.6..1.23..4.....4.......................22.......	.O.O..O....O.O...OO....O.O...O..O.O......O.OOO.O.O.....O.OO....OO....O.....O..O.O	{"work": 11, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx"}
puzzle-550	lime	..1.2.......4....2....22...2.......1..3..........4.63.......3...3.......2........	...O..O.OO...O..O..OOO......OO...O.......OOO.O..O.O.....O..O.O.O...O...O.O..O...O	{"work": 11, "mta": 1, "logic_history": "Ecx,ECx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx"}
puzzle-568	lime	....3...2.....1..3.4...................3.......25...3..4.3....2.......32......2..	...O.O.O..O.O...O.O.O.....O.O...OO....O.O.O..O...O...O..O.O..O.OO....O.....O.O..O	{"work": 11, "mta": 1, "logic_history": "Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx"}
puzzle-689	lime	......................4...1...............33...4.2........3....2.3...5..12.1.2...	...OO...OO...O...OO.O...O.....OOO....OO.....O.O....OO.O..O.O....O...O.O...O...OO.	{"work": 11, "mta": 1, "logic_history": "Ecx,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx"}
puzzle-840	lime	.2......1..2.3.........5..1.3...........3.2.....2434........5.......3............	O.OO..........OO.OO...O.O..O.O.O.......O.O..O.O.....OO....OO.O..O....OO..OOO.....	{"work": 11, "mta": 1, "logic_history": "Ecx,ECx,Ecx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx"}
puzzle-1042	lime	...3.4......43.....3.....................2.....5..1......2.11....233.......2.....	..O.O.O....O..OO..O..O...O.O....OO...O.O...O..O.O....O.O..O...OO......OO..O.OO...	{"work": 11, "mta": 1, "logic_history": "Ecx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx"}
