
# Generated 200 puzzle(s) in 585.31 seconds | 13.38 avg clues/puzzle

# Command line: python gen_puzzles.py -pt lime-jigsaw -r 4642531298 -n 200 -mint 1 -maxt 3 -ed -o ./puzzledata/lime-lvp5-V2.tsv
puzzle-130	lime-jigsaw	AAAAABBBCAAADBBCCCAEEDDBBCCEEDDFFBCCEDDDFGBCGEEEDFGGGGEHHHFFGGIHHHFFIGIIHHHFIIIII	..23.........22.......2...2.....54....3....1.3............2..........33.........2	....O..OO..OO....OO.....OO.O.O.O........OOO...O.O.O...OO....O...OO.....O...O.O.O.	{"work": 14, "mta": 1, "logic_history": "Ecx,Ecx,Ecx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-118	lime-jigsaw	AABBBBBCCAADDBEECCAADBBBECCADDDFEEECADDFFFEECAGDFFFEHCGGGFIFHHHGGGIIIHHHGGIIIIIHH	.........................3....3..2.123.3.33.2.1.........32.3......3..............	...OO.O........OOOOOO......OO...O.....O.O..O....O.O..O......OOO.OO..O...O..OO....	{"work": 15, "mta": 1, "logic_history": "ECx,Ecx,Ecx,Ecx,ECx,ECx,Ecx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx"}
puzzle-175	lime-jigsaw	AAABBBCCCAAABBBCCCADABBBCECDDAFFFCEEDDDDFEEEEDDFFFFFEEGGHHHHHIIGGGGHIIIIGGGHHHIII	....2.............3..2.....2.......33.2.......3..5.......4.........3......2.....2	..OO....OOO.O.........O..OO.O....OO..O..OO...O....OO....O.OO.....OO....OO.....OO.	{"work": 15, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx,ECx,ECx,ECx,ECx"}
puzzle-16	lime-jigsaw	ABBBBBBCCADDDDBCCCAADDDBCECAFFDDBCECAAFFFFFEEGAGHIIFFEGAGHIIIEEGGGHIIIIEGGHHHHHHE	....................54.4..............5..1.........1..............22......12.1..2	.....OOO...O..OO...O..O.O...OOO.....O..O....O...OO...O.O...O..OO.O....O.O...O..O.	{"work": 16, "mta": 1, "logic_history": "Ecx,Ecx,ECx,Ecx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-34	lime-jigsaw	AAAABBBBBAAAACCBBBACCCCCCBDEEECFFFDDEEEFFFDDDEEFFFGDDDEHGGGGGGIHHHGGIIIIHHHHHIIII	................................21......31.....5.2........3....1.3.3..43........1	O....OO..O....OO..O.O.O........O..OO.OOO......O.O....O......OOO.O.O.O.....O.O..O.	{"work": 16, "mta": 1, "logic_history": "ECx,Ecx,Ecx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-52	lime-jigsaw	AAAAAAABBACCCABBBBDCCCCCBBEDDDCEEEBEDDFFFFEEEDDFFFGEHHIDIFFGHHHIIIIGGGGHIIIGGGHHH	.....2............1....2...2...42.22.........2...2.........4......3.4.....3.3....	O.O...O.......O.OO...OO...O.OOO.....O....O.O...O...OO.O...O.O...O..O...O.O.O.O...	{"work": 17, "mta": 1, "logic_history": "Ecx,ECx,ECx,Ecx,Ecx,Ecx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx"}
puzzle-94	lime-jigsaw	AABBBCCCCAAAABBBCCDAEAABBBCDDEEFFFCCDDDEEEFFFDDEEFFFGGDHEHHIIIGHHHHIIIGGHHIIIGGGG	........1.3.......34.3....3.............2.......32..41..433...1..................	O..O.O...O...O...O..O.O..O.OO......O..OO..O....O..OO...O....OO..O.OO.........O.OO	{"work": 17, "mta": 1, "logic_history": "Ecx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx"}
puzzle-127	lime-jigsaw	AAABBBBBCAAADBBBBCAADDDEECCADDDDECCCFFDEEEGCCFFFEGGGGHFFEEGGGHHFIIIIGHHHFIIIIIHHH	.............4.....2.24........22....44...............1.........3....13.2.......2	.OO..O......O.OO.......O.OOOO.O.....O.....OO...OO..O....O.O...OO...O...O.O..O..O.	{"work": 17, "mta": 1, "logic_history": "Ecx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-151	lime-jigsaw	AABBBBBBCAAAABBBCCAAACCCCCCDDDDEEFFFDDEEEEEFFDDDEEFFFFGGGGGGHHHGGIIIHHHHGIIIIIIHH	....2.......343........32.....55....2.2..3..........4.1.......3.......4..........	.O.O.O....O....O.O.O.OO....O.O..O......OO..O.O.....O.O..O..O.O...O.O...OO.....OO.	{"work": 17, "mta": 1, "logic_history": "Ecx,ECx,Ecx,Ecx,Ecx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx,ECx"}
puzzle-49	lime-jigsaw	AABBBBBBCAAABBDBDCEAAAFDDDCEEAFFDDDCEEGFFFDCCEGGGFFHCCEGGGFHHHCEGIGIIHHHEIIIIIIHH	.3...3...2..4.......35.........3..............1...35...1..2........3.......2.....	O.O...O....O.OO...O...O..O.O.OO......O...OO.....O...OO......OOO.O.O....O.O..OO...	{"work": 18, "mta": 1, "logic_history": "Ecx,Ecx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
