
# Generated 315 puzzle(s) in 230.92 seconds | 12.64 avg clues/puzzle

# Command line: python gen_puzzles.py -pt lime-jigsaw-windows -r 1532856301 -n 315 -mint 2 -maxt 2 -sort none -o puzzledata/daily/lime-daily-2026-09-07-sat-lime-jigsaw-windows-t2.tsv
puzzle-1	lime-jigsaw-windows	AABBBBCDDAAABEBCDDAAABEBCDDFFABECCDDGFFEEECCDGGFFEHICCGGFHEHIIIGGFHEHIIIGGFHHHHII	......2......4...2.1...4.......4.........3.....5.......4...2..........4....1.....	OO.....O...OO.O......OO...O.....OO.O.OO.O....OO.....O...OO...O.O...O.O.......OO.O	{"work": 143, "mta": 2, "logic_history": "Mpc,Mgcg,Mpc,ECx,ECx,MalC,ECx,Mamc,ECx,Ecx,ECx,MalC,ECx,MamC,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-2	lime-jigsaw-windows	AABBBBBBBAAACCCCBBAADDCCCCCAADDEEEEFDDDDEFFFFDEEEEFFGGHHHHHFFGGIIHHHHGGGIIIIIIIGG	.........2......5.2.3...........3.32..................12.......2...42...2...2.2..	O.O...O...O....O.O...O...OOO.O...O..O...OO.......OO..O..O.OO....O.O...O..O.O...O.	{"work": 182, "mta": 2, "logic_history": "Ecx,Ecx,ECx,MalC,Mamc,MalC,MamC,MalC,Mamc,ECx,Ecx,Ecx,ECx,ECx,ECx,ECx,ECx,MamC,ECx,ECx,ECx,ECx,MalC,Malc,Ecx,ECx,ECx,ECx,ECx"}
puzzle-3	lime-jigsaw-windows	AABBBBCCCAABBBBBCCAADDECCCCADDDEEFFGADDEEEFFGADDEEFFFGHHHHEFFGGHHIIIIIGGHHHIIIIGG	............2.....11....34..2............4..23.1...4.............................	O.O..O....O....OO....O.O..O...OO...OOO....O......OO.O.O...O..O..OOO.......O...O.O	{"work": 176, "mta": 2, "logic_history": "Mpc,Ecx,ECx,Malc,Mamc,MalC,ECx,ECx,ECx,Ecx,ECx,Mgcg,Mamc,MalC,ECx,MamC,ECx,ECx,ECx,MalC,ECx,ECx,ECx"}
puzzle-4	lime-jigsaw-windows	AAABBBBCDAAABBBCCDEAABFBCCDEEAFFCCCDEEGFFFCDDEGGGFFHDDEGGIFIHHDEGGIIIHHHEGIIIIHHH	13.2.........4.3...............2..........4......2....................2.1.2......	..O..O.O..OO..O......OO...O......OOOO.O.....O.O...OO..OO..O....O..O..O.....OO..O.	{"work": 143, "mta": 2, "logic_history": "Mgc,Mpc,Ecx,Mgcg,MamC,MalC,Malc,ECx,ECx,ECx,Ecx,ECx,Ecx,Ecx,MamC,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx"}
puzzle-5	lime-jigsaw-windows	AABBBBBCCABBBBCCCCAAAACCCDDEEAAFFFDDEEEFFFDDDEEFFFGGDDEEHHHGGGGHHHHIIIIGHHIIIIIGG	..............3....2.44.......4.................3......5...3.....3.2.........3...	O..O...O....OO.O....O..O..O..O..O..O...OO..O.OO....O..O.O.....O.O...OO...O..O..O.	{"work": 176, "mta": 2, "logic_history": "Mgc,Mgc,Mpc,Mgcg,ECx,ECx,ECx,ECx,ECx,Ecx,Mamc,ECx,MalC,ECx,ECx,ECx,ECx,ECx,MalC,ECx,MalC,ECx,MalC,ECx,ECx"}
puzzle-6	lime-jigsaw-windows	AAAABBCCCAAABBCCCDEEAABBBCDEEEFBBFCDEGFFFFFCDEGFHHFDDDEGHHHIIDDEGGGHHIIIGGGHHIIII	..2...21................................2334..4..2........3...22.......1.....2...	....OO..O.OO..O...O..O...O.....O.O.OOOO...........O.OOO..O..O...OO.O.......O..OO.	{"work": 113, "mta": 2, "logic_history": "ECx,Ecx,Ecx,MamC,Ecx,Ecx,MalC,Mamc,MalC,ECx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,Ecx,ECx,MalC,ECx,Ecx,ECx,ECx,ECx"}
puzzle-7	lime-jigsaw-windows	AAAAAAABBACABBBBBBCCCDBEEEECCDDDEEFFCGGGDEEEFCCGGDDDFFGGGGHDFFFHHHHHHIFIHHIIIIIII	.1..2..................4..............1..............4...3.....45.........2......	..OO..O.......OO.O.OOO.....O...OO........O.OO...OO..O.OO.....O...O...O.OOO..O....	{"work": 181, "mta": 2, "logic_history": "Ecx,MamC,Mamc,MalC,Ecx,ECx,Ecx,Malc,ECx,Ecx,ECx,MalC,MamC,ECx,ECx,Ecx,ECx,ECx,ECx,MamC,ECx,MalC,Malc,ECx,ECx,ECx,ECx,ECx"}
puzzle-8	lime-jigsaw-windows	AAAABBBBBAAABBCCBBAACCCCCDDEEEECCFDDEFFFFFFFDEEFGGDDDDEEGGGGGHHIIGGIIHHHIIIIIHHHH	.........2.3....31....3.33.....3........43................4...........4....3...2.	..O..OO...O..O.O..O..O....O.O...O.O.O..O...O...O.OO....O....OO....OO...OO.O.....O	{"work": 202, "mta": 2, "logic_history": "Mamc,Mgcg,ECx,Ecx,Mamc,ECx,MalC,ECx,ECx,ECx,MamC,MalC,ECx,Ecx,ECx,Mamc,ECx,MalC,Malc,Ecx,Ecx,MalC,ECx,ECx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-9	lime-jigsaw-windows	AAABBCCCCAAABBBCCDEAABBCCCDEEAFBBFDDEEFFFFFDDEEFGGFHDDEIIIGGHHDEIIGGGHHHIIIIGGHHH	.....11.......222.1.......2..................23.................3......2.....3...	.O.....OOO..OO......OO.O.........OOOOO...O.....O.O.O.....O...OOO.O..O....O..O.O..	{"work": 199, "mta": 2, "logic_history": "Ecx,Mpc,ECx,Ecx,MalC,Mpc,MamC,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx,MalC,MamC,ECx,Malc,ECx,Mamc,ECx,MalC,ECx,Ecx,ECx,MalC,ECx,ECx"}
puzzle-10	lime-jigsaw-windows	AAAABBCCCAABABBCCCDABBBCCEEDABFFFCEEDDDFFFEEEDDGFFFHIEDDGGHHHIEGGGHHIHIIGGGHHIIII	....2..22............4..............1....4...13................33.....3...1......	OO...O......O...OO..O.O..O.O..O..O....O.O.O....OO..O...O...O..O....OO..OOO.....O.	{"work": 178, "mta": 2, "logic_history": "Ecx,Ecx,Mamc,Ecx,MamC,Ecx,Ecx,ECx,MamC,MalC,MamC,Malc,MamC,MalC,Mamc,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx"}
puzzle-11	lime-jigsaw-windows	AAAABBBBCAAAADDBBCEEAFFDBBCEGGGFDDBCEEGFFFDCCEHGGFDDDCEHHGFFICCEHHGGIIIIEHHHHIIII	...........3........3...3.......4..13............4.32..33.3......3.....4.......3.	..O.O.O..O..O....OO..O.O.....O...OO..O..OO...OO...O......O...OO.O..O..O...O...O.O	{"work": 253, "mta": 2, "logic_history": "Ecx,Ecx,MalC,Mamc,MalC,ECx,MamC,MalC,MamC,ECx,Malc,Mamc,ECx,ECx,MalC,MamC,ECx,MalC,MamC,Ecx,MalC,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx"}
