
# Generated 263 puzzle(s) in 3948.50 seconds | 11.27 avg clues/puzzle

# Command line: python gen_puzzles.py -pt lime-jigsaw-windows -r 1532961030 -n 263 -mint 3 -maxt 3 -sort none -o puzzledata/daily/lime-daily-2026-09-07-sun-lime-jigsaw-windows-t3.tsv
puzzle-1	lime-jigsaw-windows	ABBBBCCCCAAABBCCCDEAABBCCDDEAABFFDDDEAFFFFFGDEEEFFHGGDEEIIHHGGDEIIIHHGGGIIIIHHHHG	................4.......3..........124...............32.......3...3.3........2...	...O..OO.O.....O.O..OOO.....O...OO....O..O..O.OO....O....O.O.O.O...O...OOO..O....	{"work": 232, "mta": 3, "logic_history": "Mgc,Ecx,Ecx,ECx,Mgc,ECx,ECx,ECx,ECx,ECx,ECx,Ecx,ECx,MalC,Hsg1,MamC,ECx,MamC,ECx,ECx,Malc,Mamc,ECx,ECx,ECx,Hsg1,ECx"}
puzzle-2	lime-jigsaw-windows	AAAABBBBCAADDDEBCCAADDEEBBCAFDDEBBCCFFDDEGGCCFFHHEGGCIFHHEEGGIIFFHEGGGIIFHHHHIIII	......................3.......32..3..31...2................3...13.........2......	.O.O...O.....OOO..O.OO......O....O.OO...O...OO......OO..OO..O....O.OO....O...O.O.	{"work": 320, "mta": 3, "logic_history": "Mamc,Hsg1,Hsg1,MamC,MalC,Hsg1,MamC,MalC,ECx,Ecx,ECx,ECx,Ecx,ECx,Malc,ECx,ECx,MamC,ECx,MalC,Malc,ECx,ECx,ECx,MamC,ECx,ECx,ECx"}
puzzle-3	lime-jigsaw-windows	AABBBBCCCAAAABBCCCDDAABBBCCDDAEEEFFCDDDEEEFFFGDDEEEHFFGGIIIHHFFGGGIIHHHHGGGIIIIHH	.....3.....2......3......43......................42....3............4..1..2....2.	O...O.O..O...O..O..O.O..O...O.....OO..OO.O......O...OOO.O..O.....O.O.O...O...O..O	{"work": 361, "mta": 3, "logic_history": "Hsg1,Hsg1,ECx,Hsg1,Hsg1,Mpc,MalC,Malc,MamC,Ecx,Hsg1,MalC,ECx,ECx,MamC,MalC,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-4	lime-jigsaw-windows	AAAAABBBBCACAABBBBCCCCADDDBCCCDDDDDDEEEEEEEEEFFFFFFGGGHFFFIGGGGHHHHIIGIGHHHHIIIII	..2...2.........32.3...2....1..5....2.......3...4.2..2......................2....	O....O..O.OO...O.....OO..O.O......OO...OOO....OO....O.O..O....O....OOO...OO...O..	{"work": 296, "mta": 3, "logic_history": "Hsg1,Hsg1,Hsg1,Hsg1,Hsg1,Mamc,ECx,Ecx,ECx,ECx,MalC,Hsg1,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-5	lime-jigsaw-windows	AAAABCCCCDDAABBCCCDDDABBBBCDDAAEEBBCDDEEEEEFFGHHEEIIFFGHHHHIFFFGGGHHIIFFGGGGHIIII	...........3....2................3............1.5.........4.........1.3..3......2	.O...OO..OO.O.....O....OO....O....OO...OO...O....OOO....OO...O..O..O...OO.O....O.	{"work": 324, "mta": 3, "logic_history": "Ecx,Mgc,Mamc,ECx,Hsg1,Hsg1,Hsg1,Hsg1,HjigLg,Malc,ECx,ECx,MalC,ECx,ECx,Mamc,MalC,ECx,Ecx,ECx,ECx,ECx,ECx,MalC,ECx,ECx"}
puzzle-6	lime-jigsaw-windows	AAAAABBCCADAAABBCCDDDEEBBCCDDDEBBBCCFDDEEEGGCFFHHHEGGGFFHHEEGGGFFHHIIIGIFFHHIIIII	.......................4.........2......2.3.3...42.....2.......3.................	O...O..O...O..OO...O..O...O...O.O..O.OO....O...O...O.OO..OO.......O.OO..OO.....O.	{"work": 345, "mta": 3, "logic_history": "Mgc,Hsg1,Hsg1,Hsg1,MamC,MalC,Hsg1,ECx,Ecx,ECx,MalC,ECx,MamC,MalC,Hsg1,ECx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx,MamC,ECx,ECx"}
puzzle-7	lime-jigsaw-windows	AAABBBBBBAAAABBCCBDAAEEFCCCDDDEEFFCCGGDDEFFCCGGDDEEFFFGGGDEEHHFIGGIIHHHHIIIIIIHHH	...3............5.....1............1.2..6.............2...4................2.....	..O.O..O...O...O.O.O....O.OO..O..O..O..O.O......OOO....O.....OOO.O..O....O..O..O.	{"work": 230, "mta": 3, "logic_history": "Mpc,Mamc,ECx,Mamc,ECx,MalC,MamC,MalC,ECx,Hsg1,ECx,ECx,Ecx,MalC,ECx,ECx,Ecx,ECx,Hsg1,ECx,ECx,Ecx,ECx,ECx"}
puzzle-8	lime-jigsaw-windows	AAAAAABBCDDDABBBBCDDDAABBCCDDDEEBCCCFFEEEEECCFFFGEEHHHFFGGIIHHHFGGGGIHHHFGGIIIIII	.3........4................34....3........2.........2............2....5....3.3...	O.O...O..O..O....O.O...O.O...O..O..OOO.O......O..OO.....O...OO....OO...O....O.OO.	{"work": 258, "mta": 3, "logic_history": "Hsg1,Hsg1,Ecx,MamC,Ecx,MalC,ECx,ECx,ECx,ECx,Ecx,ECx,Mpc,ECx,ECx,Ecx,ECx,MalC,MamC,ECx,Ecx,ECx,ECx,ECx,MalC,ECx,ECx,Mgc,ECx,ECx,ECx,ECx,ECx"}
puzzle-9	lime-jigsaw-windows	AAAABCCCCAAAABCCCCDADDBBBCBDDDDDDBBBEEEEEEEEEFFFGGGGGGFHFFFGGIGHHHHFIIIIHHHHFIIII	................4....2.......3....3...4.......3....3.13....4...2..3..3........2..	..O.O.O..O.O.....O.....O.OO.O.O.O...O..O..O..O..O...O..O..O.O...O..OO.....O....OO	{"work": 233, "mta": 3, "logic_history": "Ecx,Ecx,Hsg1,ECx,ECx,Ecx,ECx,MalC,ECx,ECx,ECx,ECx,Hsg1,Hsg1,MamC,MamC,ECx,ECx,MalC,Malc,ECx,Ecx,ECx,Ecx,ECx,ECx"}
puzzle-10	lime-jigsaw-windows	AAAAAAABBCCDDDBAABCCCDDBBBBCDDDDEEBFCCEEEEEFFCGEEHHHHFGGGGHHFFFGIIGHHHFFGGIIIIIII	.......3.3............1.........23.......4.....3..............2.3.......2........	O.....O.O..O.O.O..OO.....O...O....OO.O..O.O.....OOO......O.O.O.O.O.....O.O.O.O...	{"work": 349, "mta": 3, "logic_history": "Ecx,MamC,Ecx,Hsg1,Mamc,MalC,ECx,Hsg1,Hsg1,ECx,Hsg1,Hsg1,ECx,ECx,Hsg1,Hsg1,ECx,ECx,Ecx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
